,Z,S,K,l,b,Q_t_hat,d_ijk
2896,290970107002014,1,0,33996.6,12.0,3.838486220428953e-05,12.025856688141895
2897,290970107002014,1,1,33979.1234,0.0,4.022689757920449e-05,12.022395983954906
2898,290970107002014,1,2,22414.98303,0.0,4.019105678415133e-05,9.562273869128333
2899,290970107002014,1,3,6483.945041,0.0,4.0240921661861937e-05,6.112523242403774
2900,290970107002015,1,0,41072.0,12.0,4.024118602158385e-05,14.698269285506761
2901,290970107002015,1,1,41050.88615,0.0,4.005614596976088e-05,14.694039534779675
2902,290970107002015,1,2,27080.0075,0.0,4.0278252270376995e-05,11.687223617600798
2903,290970107002015,1,3,7833.388948,0.0,4.0215624464045856e-05,7.470861740630064
2904,290970107002016,1,0,35319.2,11.0,3.992450181280863e-05,13.362062986824327
2905,290970107002016,1,1,35301.04349,0.0,3.9676419161196554e-05,13.358217759469241
2906,290970107002016,1,2,23287.01307,0.0,4.012285990039599e-05,10.62474874279312
2907,290970107002016,1,3,6736.195728,0.0,4.020417960409229e-05,6.791692491524709
2908,290970107002017,1,0,51363.8,10.0,4.022910361704643e-05,12.693959837483112
2909,290970107002017,1,1,51337.39545,0.0,4.005683587395679e-05,12.690306870578977
2910,290970107002017,1,2,33865.70143,0.0,4.016713651765199e-05,10.093511305748423
2911,290970107002017,1,3,9796.2754,0.0,3.937447271215778e-05,6.452107866844826
2912,290970107002018,1,0,52700.0,10.0,3.985097535959678e-05,12.693959837483112
2913,290970107002018,1,1,52672.90855,0.0,4.0143326742536624e-05,12.690306870488369
2914,290970107002018,1,2,34746.69836,0.0,4.0042865358361954e-05,10.09351130534272
2915,290970107002018,1,3,10051.11993,0.0,3.440472471044824e-05,6.452107867589554
2916,290970107002019,1,0,54855.6,9.0,3.991163286823418e-05,8.685340941435813
2917,290970107002019,1,1,54827.40043,0.0,4.011558410439372e-05,8.682841543648012
2918,290970107002019,1,2,36167.95041,0.0,4.001622907659201e-05,6.906086682697686
2919,290970107002019,1,3,10462.24315,0.0,3.9331563357704765e-05,4.414600119203295
2920,290970107002020,1,0,40864.6,10.0,3.3992377026952684e-05,11.35775353880068
2921,290970107002020,1,1,40843.59277,0.0,4.001077907913722e-05,11.354485095375841
2922,290970107002020,1,2,26943.26243,0.0,3.989878449511785e-05,9.031036431954536
2923,290970107002020,1,3,7793.832928,0.0,4.026508197466075e-05,5.772938617814662
2924,290970107002021,1,0,45988.4,10.0,4.026326812463012e-05,15.366372434847976
2925,290970107002021,1,1,45964.75878,0.0,4.0258409744847e-05,15.361950422685492
2926,290970107002021,1,2,30321.5382,0.0,4.021596634441472e-05,12.218461054955725
2927,290970107002021,1,3,8771.061168,0.0,3.985268200462504e-05,7.810446365185242
2928,290970107002022,1,0,34921.4,12.0,4.001922898266737e-05,11.35775353880068
2929,290970107002022,1,1,34903.44798,0.0,3.9959128928860794e-05,11.354485094329709
2930,290970107002022,1,2,23024.73154,0.0,4.017852864898049e-05,9.031036431286573
2931,290970107002022,1,3,6660.325984,0.0,3.94130851098397e-05,5.7729386177872115
2932,290970107002023,1,0,40446.4,11.0,4.02767739040451e-05,16.70257873353041
2933,290970107002023,1,1,40425.60775,0.0,3.990736143963431e-05,16.697772198222825
2934,290970107002023,1,2,26667.53056,0.0,4.0202789596929486e-05,13.280935927905679
2935,290970107002023,1,3,7714.072428,0.0,4.012370688955274e-05,8.489615614445851
2936,290970107002024,1,0,46658.2,8.0,4.0117285451978267e-05,12.471258787702729
2937,290970107002024,1,1,46634.21446,0.0,4.0108138390303363e-05,12.467669908797792
2938,290970107002024,1,2,30763.15753,0.0,3.9921867377074834e-05,9.916432160943515
2939,290970107002024,1,3,8898.80766,0.0,4.027447778468675e-05,6.338912992042197
2940,290970107002025,1,0,45373.0,8.0,4.018541290523725e-05,12.025856688141895
2941,290970107002025,1,1,45349.67514,0.0,3.9819002587490416e-05,12.022395983240477
2942,290970107002025,1,2,29915.78643,0.0,4.019181577699614e-05,9.562273868765441
2943,290970107002025,1,3,8653.690026,0.0,4.015944686305732e-05,6.112523242371198
2944,290970107002026,1,0,37032.8,9.0,4.027173183271964e-05,18.70688818155406
2945,290970107002026,1,1,37013.76258,0.0,4.0216852504012196e-05,18.70150486292915
2946,290970107002026,1,2,24416.8412,0.0,3.974070150031612e-05,14.874648240740544
2947,290970107002026,1,3,7063.01924,0.0,3.926508367348406e-05,9.508369488017435
2948,290970107002027,1,0,39542.0,8.0,4.0268375043954654e-05,12.025856688141895
2949,290970107002027,1,1,39521.67268,0.0,3.997642093215655e-05,12.022395983704918
2950,290970107002027,1,2,26071.23239,0.0,4.024706289914467e-05,9.562273869677231
2951,290970107002027,1,3,7541.582241,0.0,4.024578956308202e-05,6.11252324241977
2952,290970107002028,1,0,38586.6,8.0,4.016062510320899e-05,9.35344409077703
2953,290970107002028,1,1,38566.76382,0.0,3.971394300153077e-05,9.350752431552042
2954,290970107002028,1,2,25441.30837,0.0,4.026460366220327e-05,7.4373241201917715
2955,290970107002028,1,3,7359.365163,0.0,4.0274088832036156e-05,4.75418474401673
2956,290970107002029,1,0,51588.2,6.0,4.0203653963082154e-05,9.35344409077703
2957,290970107002029,1,1,51561.6801,0.0,3.978902723656889e-05,9.350752431677622
2958,290970107002029,1,2,34013.65512,0.0,4.005752284903787e-05,7.437324120782948
2959,290970107002029,1,3,9839.073718,0.0,3.408279124311968e-05,4.7541847440835
2960,290970107003000,1,0,46627.6,10.0,4.027354586312659e-05,13.33018595545659
2961,290970107003000,1,1,46603.63019,0.0,4.0181431858701584e-05,13.326331484929137
2962,290970107003000,1,2,30742.98202,0.0,4.004184133134281e-05,10.588984768177841
2963,290970107003000,1,3,8892.971526,0.0,4.024908002589178e-05,6.759528339971817
2964,290970107003001,1,0,43390.8,10.0,4.026732738577923e-05,13.33018595545659
2965,290970107003001,1,1,43368.49413,0.0,3.9597888184345794e-05,13.32633148510607
2966,290970107003001,1,2,28608.86223,0.0,4.018386459398562e-05,10.588984769349585
2967,290970107003001,1,3,8275.638225,0.0,4.014142887893363e-05,6.759528340007809
2968,290970107003002,1,0,62461.4,14.0,3.806295937857379e-05,19.995278933184885
2969,290970107003002,1,1,62429.29052,0.0,3.937178859516333e-05,19.989497227010126
2970,290970107003002,1,2,41182.68359,0.0,4.0157721127593324e-05,15.883477153206115
2971,290970107003002,1,3,11912.84672,0.0,4.0096757160867685e-05,10.139292510141864
2972,290970107003003,1,0,62587.2,17.0,4.013506107152686e-05,23.994334719821865
2973,290970107003003,1,1,62555.02585,0.0,4.019221324780852e-05,23.987396672390904
2974,290970107003003,1,2,41265.62732,0.0,3.985543102799105e-05,19.060172583465857
2975,290970107003003,1,3,11936.83971,0.0,4.022504043926918e-05,12.167151010878355
2976,290970107003004,1,0,60411.2,19.0,3.9836205866623725e-05,25.99386261314035
2977,290970107003004,1,1,60380.14446,0.0,3.959654269465156e-05,25.986346393997145
2978,290970107003004,1,2,39830.92494,0.0,4.019216860830364e-05,20.648520299841486
2979,290970107003004,1,3,11521.82573,0.0,3.941052147906458e-05,13.18108026271861
2980,290970107003005,1,0,63858.8,16.0,3.882642066900235e-05,17.062638022984437
2981,290970107003005,1,1,63825.97216,0.0,3.95708974745198e-05,17.057704300420593
2982,290970107003005,1,2,42104.03153,0.0,4.0241223834769164e-05,13.553900504529915
2983,290970107003005,1,3,12179.36351,0.0,4.023044524525225e-05,8.652196274886059
2984,290970107003006,1,0,37852.2,14.0,4.021968287925646e-05,18.662260337639225
2985,290970107003006,1,1,37832.74135,0.0,4.027344036907065e-05,18.65686407826635
2986,290970107003006,1,2,24957.09632,0.0,4.0197119222092256e-05,14.824578677801721
2987,290970107003006,1,3,7219.297944,0.0,4.023849783656485e-05,9.46333967606349
2988,290970107003007,1,0,42619.0,12.0,4.014820412393226e-05,15.329713848775079
2989,290970107003007,1,1,42597.09089,0.0,4.010053652142588e-05,15.32528120816737
2990,290970107003007,1,2,28099.99123,0.0,3.947002737546037e-05,12.177332485182145
2991,290970107003007,1,3,8128.437952,0.0,4.000091549075448e-05,7.7734575908980705
2992,290970107003008,1,0,50554.6,8.0,4.0273507538961046e-05,8.664620871046784
2993,290970107003008,1,1,50528.61144,0.0,3.9371600069897505e-05,8.662115465155075
2994,290970107003008,1,2,33332.17148,0.0,4.006530873011388e-05,6.882840099483709
2995,290970107003008,1,3,9641.942075,0.0,3.962287313576202e-05,4.393693420956607
2996,290970107003009,1,0,39759.6,9.0,3.994099321198933e-05,15.329713848775079
2997,290970107003009,1,1,39739.16082,0.0,4.0148817482790434e-05,15.325281208358403
2998,290970107003009,1,2,26214.70262,0.0,3.9533103102524784e-05,12.17733248320603
2999,290970107003009,1,3,7583.083639,0.0,4.027079173655328e-05,7.773457590970806
3000,290970107003010,1,0,41129.8,10.0,3.92148909426061e-05,17.32924174209357
3001,290970107003010,1,1,41108.65644,0.0,4.003614954854202e-05,17.324230930576046
3002,290970107003010,1,2,27118.11678,0.0,3.997885873714764e-05,13.765680199114957
3003,290970107003010,1,3,7844.412757,0.0,4.0254411022904735e-05,8.78738684195425
3004,290970107003011,1,0,49419.0,10.0,4.027444010437368e-05,19.995278933184885
3005,290970107003011,1,1,49393.59522,0.0,4.02203689167071e-05,19.98949722798175
3006,290970107003011,1,2,32583.43618,0.0,3.968534487463079e-05,15.88347715434633
3007,290970107003011,1,3,9425.356652,0.0,4.026398237104875e-05,10.139292509876185
3008,290970107003012,1,0,47334.8,10.0,4.015558287946371e-05,14.663204551002249
3009,290970107003012,1,1,47310.46664,0.0,3.855408418961405e-05,14.658964633368425
3010,290970107003012,1,2,31209.2603,0.0,4.023063637360502e-05,11.647883246017392
3011,290970107003012,1,3,9027.851071,0.0,3.9770040291574067e-05,7.435481174003807
3012,290970107003013,1,0,48164.4,9.0,3.9979360232568755e-05,9.997639466592442
3013,290970107003013,1,1,48139.64017,0.0,3.9372786701388416e-05,9.994748613865788
3014,290970107003013,1,2,31756.24058,0.0,4.024563316674144e-05,7.94173857631275
3015,290970107003013,1,3,9186.075152,0.0,4.0259543441942965e-05,5.069646254954973
3016,290970107003014,1,0,61485.6,23.0,4.0045138246592376e-05,51.50783853188427
3017,290970107003014,1,1,61453.99215,0.0,3.200878116496632e-05,51.49294485739299
3018,290970107003014,1,2,40539.30924,0.0,3.807347632562595e-05,40.91583714684521
3019,290970107003014,1,3,11726.73889,0.0,4.0127955649814366e-05,26.118817507770153
3020,290970107003015,1,0,76520.4,22.0,3.536206091914149e-05,25.13692208743242
3021,290970107003015,1,1,76481.06322,0.0,3.996939954251899e-05,25.12965365652603
3022,290970107003015,1,2,50452.20603,0.0,4.007137043671147e-05,19.967799850878638
3023,290970107003015,1,3,14594.22613,0.0,3.9945340819018296e-05,12.746539155140335
3024,290970107003016,1,0,57993.8,108.0,3.947995398355987e-05,175.14383213697147
3025,290970107003016,1,1,57963.98717,0.0,3.937164354344484e-05,175.0931886644176
3026,290970107003016,1,2,38237.06026,0.0,4.014060222174726e-05,139.1274943277883
3027,290970107003016,1,3,11060.77113,0.0,3.9946480566453534e-05,88.81269179492898
3028,290970107003017,1,0,68928.2,18.0,4.0149176320398465e-05,31.051491990357743
3029,290970107003017,1,1,68892.76614,0.0,4.024801121480049e-05,31.042513341403005
3030,290970107003017,1,2,45446.43974,0.0,3.859021390415827e-05,24.666105697415578
3031,290970107003017,1,3,13146.2164,0.0,3.9727599172823716e-05,15.745724838305154
3032,290970107003018,1,0,53808.4,11.0,3.995660998287848e-05,13.196884095902025
3033,290970107003018,1,1,53780.73876,0.0,3.949476339543093e-05,13.193068169754886
3034,290970107003018,1,2,35477.49989,0.0,4.024556545238569e-05,10.483094920980125
3035,290970107003018,1,3,10262.51767,0.0,3.3840257739984074e-05,6.691933056125652
3036,290970107003019,1,0,57058.8,10.0,4.015564620527718e-05,15.329713848775079
3037,290970107003019,1,1,57029.46783,0.0,4.02307280770151e-05,15.325281207360366
3038,290970107003019,1,2,37620.58658,0.0,4.027151528301863e-05,12.17733248462065
3039,290970107003019,1,3,10882.44481,0.0,4.010560446663073e-05,7.773457590690412
3040,290970107003020,1,0,19094.4,1.0,4.027787278525361e-05,7.998111573273954
3041,290970107003020,1,1,19084.58416,0.0,4.024301436520477e-05,7.995798891356115
3042,290970107003020,1,2,12589.51342,0.0,3.957259625733186e-05,6.35339086124479
3043,290970107003020,1,3,3641.74771,0.0,3.954133203233592e-05,4.055717004068233
3044,290970107003021,1,0,57137.0,38.0,4.0271173034018674e-05,54.73707607959363
3045,290970107003021,1,1,57107.62763,0.0,3.9885317404485895e-05,54.72124865900271
3046,290970107003021,1,2,37672.14619,0.0,4.027500313755606e-05,43.481018704487006
3047,290970107003021,1,3,10897.35938,0.0,3.9967084370207915e-05,27.756313247705446
3048,290970107003022,1,0,51822.8,8.0,4.003070585810572e-05,10.664148764365272
3049,290970107003022,1,1,51796.1595,0.0,4.024363279728287e-05,10.661065188171394
3050,290970107003022,1,2,34168.33397,0.0,3.927577054087841e-05,8.471187815637009
3051,290970107003022,1,3,9883.817413,0.0,4.0140268704323384e-05,5.407622671999456
3052,290970107003023,1,0,53903.6,9.0,4.011914815170736e-05,21.328297528730545
3053,290970107003023,1,1,53875.88982,0.0,4.009245726682047e-05,21.322130375224724
3054,290970107003023,1,2,35540.26812,0.0,3.9270799847575706e-05,16.942375630041177
3055,290970107003023,1,3,10280.67453,0.0,4.0209316470541614e-05,10.8152453428314
3056,290970107003024,1,0,58031.2,6.0,4.0046805431025466e-05,11.997167359910932
3057,290970107003024,1,1,58001.36795,0.0,3.1728391660398746e-05,11.993698336295276
3058,290970107003024,1,2,38261.71921,0.0,4.016640254775594e-05,9.530086292581888
3059,290970107003024,1,3,11067.90419,0.0,4.013786932076304e-05,6.083575506451634
3060,290970108001000,1,0,23446.4,8.0,4.0234571210902554e-05,6.351843633513813
3061,290970108001000,1,1,23434.34693,0.0,4.026253415551895e-05,6.349980223459716
3062,290970108001000,1,2,15458.91819,0.0,4.0168852065547824e-05,5.030586914171358
3063,290970108001000,1,3,4471.775678,0.0,3.777522637157331e-05,3.1979535250734155
3064,290970108001005,1,0,46382.8,35.0,3.0081872290119688e-05,66.061654977463
3065,290970108001005,1,1,46358.95603,0.0,4.0234196422554675e-05,66.04227478074093
3066,290970108001005,1,2,30581.57801,0.0,4.021884376664959e-05,52.32006898157455
3067,290970108001005,1,3,8846.282453,0.0,4.001067162801335e-05,33.25996586096305
3068,290970108001006,1,0,24201.2,18.0,3.957939851351703e-05,26.87318460332766
3069,290970108001006,1,1,24188.75891,0.0,4.013227234876678e-05,26.865300945003945
3070,290970108001006,1,2,15956.58058,0.0,4.002131219078621e-05,21.28325232952022
3071,290970108001006,1,3,4615.733653,0.0,4.0200499655386416e-05,13.529803374862395
3072,290970108001007,1,0,33490.0,15.0,3.282089028868459e-05,37.86676012287079
3073,290970108001007,1,1,33472.78382,0.0,4.025860975127231e-05,37.85565132862814
3074,290970108001007,1,2,22080.96638,0.0,3.9982984395260894e-05,29.99003737137901
3075,290970108001007,1,3,6387.324598,0.0,4.0075920807604073e-05,19.064722937891982
3076,290970108001009,1,0,26214.0,21.0,4.0256521404593447e-05,27.52465574522652
3077,290970108001009,1,1,26200.52419,0.0,3.983048154911577e-05,27.516580966929766
3078,290970108001009,1,2,17283.68028,0.0,3.852181982619505e-05,21.799209958116197
3079,290970108001009,1,3,4999.621589,0.0,4.005394279868409e-05,13.85779860868285
3080,290970108001010,1,0,24282.8,16.0,4.0020587692258146e-05,34.40581968153315
3081,290970108001010,1,1,24270.31696,0.0,3.871057773661477e-05,34.395726208307686
3082,290970108001010,1,2,16010.38192,0.0,3.9986239312039904e-05,27.249012452720265
3083,290970108001010,1,3,4631.296678,0.0,4.026474998741391e-05,17.322248260722663
3084,290970108001011,1,0,24806.4,21.0,4.009254323777991e-05,29.112616653604974
3085,290970108001011,1,1,24793.64779,0.0,4.018311223003084e-05,29.104076020165163
3086,290970108001011,1,2,16355.60718,0.0,4.02401502562851e-05,23.056856689848196
3087,290970108001011,1,3,4731.159418,0.0,4.020807058642961e-05,14.657286989904405
3088,290970108001012,1,0,27002.8,36.0,4.027161490437001e-05,31.5229144609651
3089,290970108001012,1,1,26988.91869,0.0,4.013256500381036e-05,31.513666730910863
3090,290970108001012,1,2,17803.7599,0.0,4.011170006592052e-05,24.965784760645
3091,290970108001012,1,3,5150.064158,0.0,4.019753567443407e-05,15.87079613995307
3092,290970108001013,1,0,33660.0,18.0,4.0273082329111436e-05,18.1481246671823
3093,290970108001013,1,1,33642.69643,0.0,4.025517883456349e-05,18.142800637308586
3094,290970108001013,1,2,22193.0525,0.0,4.0090844111614215e-05,14.373105467023155
3095,290970108001013,1,3,6419.747565,0.0,4.0080034277550866e-05,9.137010071463013
3096,290970108001014,1,0,25472.8,23.0,3.96372742596361e-05,23.8194136256768
3097,290970108001014,1,1,25459.70522,0.0,4.027014490522949e-05,23.8124258377851
3098,290970108001014,1,2,16794.98478,0.0,4.027182289949139e-05,18.864700924987538
3099,290970108001014,1,3,4858.25745,0.0,4.027365580186429e-05,11.992325718689328
3100,290970108001015,1,0,25398.0,19.0,4.002523014812822e-05,21.83446249020373
3101,290970108001015,1,1,25384.94367,0.0,4.004162320794253e-05,21.82805701680652
3102,290970108001015,1,2,16745.66689,0.0,4.01575920775248e-05,17.292642516999624
3103,290970108001015,1,3,4843.991345,0.0,3.6993584802446204e-05,10.992965242472335
3104,290970108001016,1,0,30273.6,21.0,4.0076779796848324e-05,26.466015139640888
3105,290970108001016,1,1,30258.03728,0.0,4.0026592969827414e-05,26.458250932396147
3106,290970108001016,1,2,19960.29692,0.0,4.0246973002081135e-05,20.960778808770087
3107,290970108001016,1,3,5773.882052,0.0,4.019770448710294e-05,13.324806354018913
3108,290970108001017,1,0,25459.2,23.0,4.023763142820337e-05,27.78931589662293
3109,290970108001017,1,1,25446.11221,0.0,3.9787956446349364e-05,27.781163476581078
3110,290970108001017,1,2,16786.01789,0.0,3.794921458386781e-05,22.008817745748406
3111,290970108001017,1,3,4855.663613,0.0,3.967071785547497e-05,13.991046672051363
3112,290970108001018,1,0,26581.2,14.0,4.023468025927169e-05,29.31620138544836
3113,290970108001018,1,1,26567.53542,0.0,3.762532159821009e-05,29.307601027480366
3114,290970108001018,1,2,17525.78631,0.0,4.013751748618373e-05,23.218093448429453
3115,290970108001018,1,3,5069.655198,0.0,3.9417846153852394e-05,14.75978549986831
3116,290970108001019,1,0,27009.6,15.0,4.02698806494487e-05,19.18786097623964
3117,290970108001019,1,1,26995.7152,0.0,4.022286551588696e-05,19.18223192546261
3118,290970108001019,1,2,17808.24334,0.0,3.9047495225427134e-05,15.196564634678422
3119,290970108001019,1,3,5151.361076,0.0,4.0073343633336976e-05,9.660484606646362
3120,290970108001020,1,0,27064.0,17.0,3.955120322610489e-05,37.86676012287079
3121,290970108001020,1,1,27050.08723,0.0,3.9694964050493044e-05,37.85565132930105
3122,290970108001020,1,2,17844.1109,0.0,4.0176013991511105e-05,29.990037369591025
3123,290970108001020,1,3,5161.736426,0.0,3.9432194590748786e-05,19.06472293757188
3124,290970108001021,1,0,25364.0,17.0,3.981834514925034e-05,39.08826851393117
3125,290970108001021,1,1,25350.96115,0.0,4.025570294505524e-05,39.07680137419287
3126,290970108001021,1,2,16723.24966,0.0,4.021809903202036e-05,30.95745792738963
3127,290970108001021,1,3,4837.506751,0.0,3.9169990416864424e-05,19.679714000074213
3128,290970108001022,1,0,29631.0,12.0,3.955413541714702e-05,25.363264508822493
3129,290970108001022,1,1,29615.76762,0.0,4.009009808473942e-05,25.355823809844228
3130,290970108001022,1,2,19536.61137,0.0,4.0166611602961135e-05,20.08741302389059
3131,290970108001022,1,3,5651.323235,0.0,3.993497404014062e-05,12.769606089336696
3132,290970108001023,1,0,26360.2,20.0,4.0051719635184966e-05,15.879609083784532
3133,290970108001023,1,1,26346.64903,0.0,3.980280799273562e-05,15.874950556784077
3134,290970108001023,1,2,17380.07435,0.0,4.00977488107347e-05,12.576467284902485
3135,290970108001023,1,3,5027.505341,0.0,3.987320459312232e-05,7.994883812683639
3136,290970108001024,1,0,25357.2,19.0,4.027412794280463e-05,47.917416884402414
3137,290970108001024,1,1,25344.16465,0.0,3.985370319838033e-05,47.90335958399835
3138,290970108001024,1,2,16718.76622,0.0,3.957874475882095e-05,37.95004163184628
3139,290970108001024,1,3,4836.209832,0.0,3.939119644411629e-05,24.124912556787507
3140,290970108001025,1,0,28009.2,20.0,4.0117517821145726e-05,26.466015139640888
3141,290970108001025,1,1,27994.80133,0.0,3.8185325267614805e-05,26.45825092813693
3142,290970108001025,1,2,18467.30975,0.0,3.888525267209222e-05,20.960778807895757
3143,290970108001025,1,3,5342.008125,0.0,3.935255847860685e-05,13.324806354056404
3144,290970108001026,1,0,32521.0,26.0,4.0165512964668686e-05,23.8194136256768
3145,290970108001026,1,1,32504.28196,0.0,4.0206787502747556e-05,23.812425838623184
3146,290970108001026,1,2,21442.07547,0.0,4.0276538170855304e-05,18.8647009250211
3147,290970108001026,1,3,6202.513683,0.0,4.0022017236387214e-05,11.992325718898899
3148,290970108001027,1,0,35584.4,25.0,4.0212983160481914e-05,56.04567911923954
3149,290970108001027,1,1,35566.10716,0.0,4.01863955277233e-05,56.02923726660059
3150,290970108001027,1,2,23461.86742,0.0,3.9251281077527444e-05,44.387531588628306
3151,290970108001027,1,3,6786.775557,0.0,3.94563852184461e-05,28.217236985311345
3152,290970108001028,1,0,23521.2,19.0,4.023579872235705e-05,24.48106400416782
3153,290970108001028,1,1,23509.10848,0.0,4.000564117637773e-05,24.47388211265858
3154,290970108001028,1,2,15508.23608,0.0,3.983355840099544e-05,19.388720395419295
3155,290970108001028,1,3,4486.041783,0.0,4.011180442311542e-05,12.325445877473847
3156,290970108001029,1,0,42296.0,3.0,3.918997457445077e-05,20.73171185938534
3157,290970108001029,1,1,42274.25693,0.0,4.009575698425092e-05,20.72562989520621
3158,290970108001029,1,2,27887.02759,0.0,3.989531606922336e-05,16.419276732716245
3159,290970108001029,1,3,8066.834314,0.0,4.007291877357724e-05,10.437764977469902
3160,290970108001030,1,0,25826.4,17.0,4.002905631763794e-05,42.19859080598298
3161,290970108001030,1,1,25813.12344,0.0,4.025933162609915e-05,42.186211201636716
3162,290970108001030,1,2,17028.12392,0.0,4.017977692168111e-05,33.42079732046449
3163,290970108001030,1,3,4925.697223,0.0,4.0261358680886756e-05,21.245663465149256
3164,290970108002002,1,0,80716.0,2.0,3.980296504217836e-05,5.166920923077941
3165,290970108002002,1,1,80674.50639,0.0,4.010578451016836e-05,5.16533443211749
3166,290970108002002,1,2,53218.49156,0.0,3.8392035220702136e-05,4.052811249880675
3167,290970108002002,1,3,15394.42497,0.0,4.018489887052064e-05,2.5424854476148595
3168,290970108002003,1,0,21447.2,10.0,3.608745514199226e-05,28.059251123937127
3169,290970108002003,1,1,21436.17466,0.0,4.024456773244277e-05,28.050635600597662
3170,290970108002003,1,2,14140.78537,0.0,4.016637733489197e-05,22.00901664589956
3171,290970108002003,1,3,4090.48158,0.0,4.02607802932429e-05,13.807108472415347
3172,290970108002004,1,0,21593.4,14.0,4.010693094115354e-05,21.95941392308125
3173,290970108002004,1,1,21582.2995,0.0,4.024271081443526e-05,21.952671337704842
3174,290970108002004,1,2,14237.17944,0.0,3.944417296978185e-05,17.22444781221765
3175,290970108002004,1,3,4118.365332,0.0,3.810724331145304e-05,10.805563152295496
3176,290970108002005,1,0,19849.2,11.0,3.939045584204576e-05,24.542874384620223
3177,290970108002005,1,1,19838.99614,0.0,4.02481399054496e-05,24.535338554386893
3178,290970108002005,1,2,13087.17581,0.0,4.001266744053018e-05,19.25085343700527
3179,290970108002005,1,3,3785.705685,0.0,4.0129418913422277e-05,12.076805875788464
3180,290970108002006,1,0,18047.2,11.0,4.022977181889284e-05,24.660304405599277
3181,290970108002006,1,1,18037.92249,0.0,3.975078881293869e-05,24.6527325167346
3182,290970108002006,1,2,11899.0629,0.0,3.9101115154211555e-05,19.342962785231403
3183,290970108002006,1,3,3442.02223,0.0,4.0075548197461856e-05,12.134589636325407
3184,290970108002007,1,0,20403.4,14.0,4.015584208309113e-05,25.834604615389708
3185,290970108002007,1,1,20392.91124,0.0,4.021798822435579e-05,25.826672160307393
3186,290970108002007,1,2,13452.57657,0.0,4.017419978764752e-05,20.264056246626943
3187,290970108002007,1,3,3891.404559,0.0,4.005015224402285e-05,12.712427237642231
3188,290970108002008,1,0,25755.0,18.0,4.0128942551055745e-05,31.18605842857758
3189,290970108002008,1,1,25741.76015,0.0,4.014661433284641e-05,31.176482824152544
3190,290970108002008,1,2,16981.04775,0.0,4.004231816574733e-05,24.46161075880757
3191,290970108002008,1,3,4912.079576,0.0,4.0113505386439566e-05,15.345715736999603
3192,290970108002009,1,0,21440.4,14.0,3.971326111177589e-05,27.269860427355788
3193,290970108002009,1,1,21429.37815,0.0,3.773700395923451e-05,27.26148728016113
3194,290970108002009,1,2,14136.30193,0.0,4.012864344538424e-05,21.389837153576032
3195,290970108002009,1,3,4089.184661,0.0,3.939340819781089e-05,13.418673195481828
3196,290970108002010,1,0,17975.8,14.0,4.019527260279726e-05,44.450716764714635
3197,290970108002010,1,1,17966.5592,0.0,4.0246784977105636e-05,44.43706828402484
3198,290970108002010,1,2,11851.98673,0.0,3.916311074152316e-05,34.86609678834865
3199,290970108002010,1,3,3428.404583,0.0,3.874010128441955e-05,21.87285274692144
3200,290970108002011,1,0,79111.2,12.0,4.0096450140517055e-05,30.19419414423672
3201,290970108002011,1,1,79070.53137,0.0,4.022654443380242e-05,30.184923088083025
3202,290970108002011,1,2,52160.39855,0.0,4.008802695706137e-05,23.683615741059153
3203,290970108002011,1,3,15088.35216,0.0,4.011831188496216e-05,14.85764933519503
3204,290970108002012,1,0,30940.0,5.0,4.017627508728226e-05,13.950686492310442
3205,290970108002012,1,1,30924.0947,0.0,4.0270840531848454e-05,13.94640296704625
3206,290970108002012,1,2,20399.67452,0.0,3.992938106817318e-05,10.94259037354732
3207,290970108002012,1,3,5900.980085,0.0,3.905591777384182e-05,6.86471070846228
3208,290970108002016,1,0,24534.4,3.0,4.0252246977648314e-05,7.750381384616912
3209,290970108002016,1,1,24521.78762,0.0,4.0181259691154506e-05,7.7480016480853
3210,290970108002016,1,2,16176.26938,0.0,3.496642709835462e-05,6.079216874684144
3211,290970108002016,1,3,4679.28267,0.0,4.024772251532562e-05,3.813728171439464
3212,290970108002017,1,0,27988.8,15.0,4.0022314060376945e-05,24.542874384620223
3213,290970108002017,1,1,27974.41182,0.0,4.0270585278748486e-05,24.535338552653393
3214,290970108002017,1,2,18453.85942,0.0,3.994141928881524e-05,19.250853439557982
3215,290970108002017,1,3,5338.117369,0.0,3.7717924811024044e-05,12.076805875899172
3216,290970108002018,1,0,23004.4,13.0,4.015920300399902e-05,26.572736175829387
3217,290970108002018,1,1,22992.57415,0.0,4.004364195434724e-05,26.564577081968576
3218,290970108002018,1,2,15167.49427,0.0,4.0169616060282636e-05,20.843029287477222
3219,290970108002018,1,3,4387.475962,0.0,3.9900281645505353e-05,13.07563944462465
3220,290970108002019,1,0,23116.6,16.0,3.9880890054357925e-05,21.37226381818604
3221,290970108002019,1,1,23104.71647,0.0,4.000377900686097e-05,21.365701515881955
3222,290970108002019,1,2,15241.47111,0.0,3.9845448976306175e-05,16.763901079940478
3223,290970108002019,1,3,4408.875121,0.0,4.015406623981241e-05,10.516644351531122
3224,290970108002020,1,0,22280.2,12.0,4.025269731582383e-05,12.917302307694854
3225,290970108002020,1,1,22268.74644,0.0,3.984899244004862e-05,12.913336081926616
3226,290970108002020,1,2,14690.00738,0.0,4.0273295254730426e-05,10.132028124837486
3227,290970108002020,1,3,4249.354121,0.0,4.000174924565282e-05,6.356213619094246
