,Z,S,K,K',Sc
24017,291450205022016,1,0,1,9234.113
24018,291450205022016,1,0,2,11605.362
24019,291450205022016,1,0,3,20831.382
24021,291450205022016,1,1,1,0.0
24022,291450205022016,1,1,2,11605.362
24023,291450205022016,1,1,3,20831.382
24026,291450205022016,1,2,2,0.0
24027,291450205022016,1,2,3,20831.382
24031,291450205022016,1,3,3,0.0
24032,291450205022018,1,0,0,0.0
24033,291450205022018,1,0,1,5037.515
24034,291450205022018,1,0,2,6331.11
24035,291450205022018,1,0,3,11364.21
24037,291450205022018,1,1,1,0.0
24038,291450205022018,1,1,2,6331.11
24039,291450205022018,1,1,3,11364.21
24042,291450205022018,1,2,2,0.0
24043,291450205022018,1,2,3,11364.21
24047,291450205022018,1,3,3,0.0
24048,291450205022022,1,0,0,0.0
24049,291450205022022,1,0,1,8709.253
24050,291450205022022,1,0,2,10945.722
24051,291450205022022,1,0,3,19647.342
24053,291450205022022,1,1,1,0.0
24054,291450205022022,1,1,2,10945.722
24055,291450205022022,1,1,3,19647.342
24058,291450205022022,1,2,2,0.0
24059,291450205022022,1,2,3,19647.342
24063,291450205022022,1,3,3,0.0
24064,291450205022023,1,0,0,0.0
24065,291450205022023,1,0,1,6838.013
24066,291450205022023,1,0,2,8593.962
24067,291450205022023,1,0,3,15425.982
24069,291450205022023,1,1,1,0.0
24070,291450205022023,1,1,2,8593.962
24071,291450205022023,1,1,3,15425.982
24074,291450205022023,1,2,2,0.0
24075,291450205022023,1,2,3,15425.982
24079,291450205022023,1,3,3,0.0
24080,291450205022026,1,0,0,0.0
24081,291450205022026,1,0,1,5536.132
24082,291450205022026,1,0,2,6957.768
24083,291450205022026,1,0,3,12489.048
24085,291450205022026,1,1,1,0.0
24086,291450205022026,1,1,2,6957.768
24087,291450205022026,1,1,3,12489.048
24090,291450205022026,1,2,2,0.0
24091,291450205022026,1,2,3,12489.048
24095,291450205022026,1,3,3,0.0
24096,291450205022026,5,0,0,0.0
24097,291450205022026,5,0,1,137359.67
24098,291450205022026,5,0,2,238467.03
24099,291450205022026,5,0,3,428043.33
24101,291450205022026,5,1,1,0.0
24102,291450205022026,5,1,2,238467.03
24103,291450205022026,5,1,3,428043.33
24106,291450205022026,5,2,2,0.0
24107,291450205022026,5,2,3,428043.33
24111,291450205022026,5,3,3,0.0
24112,291450205022111,1,0,0,0.0
24113,291450205022111,1,0,1,18886.4025
24114,291450205022111,1,0,2,23736.285
24115,291450205022111,1,0,3,42606.135
24117,291450205022111,1,1,1,0.0
24118,291450205022111,1,1,2,23736.285
24119,291450205022111,1,1,3,42606.135
24122,291450205022111,1,2,2,0.0
24123,291450205022111,1,2,3,42606.135
24127,291450205022111,1,3,3,0.0
24128,291450205022177,1,0,0,0.0
24129,291450205022177,1,0,1,12307.967
24130,291450205022177,1,0,2,15468.558
24131,291450205022177,1,0,3,27765.738
24133,291450205022177,1,1,1,0.0
24134,291450205022177,1,1,2,15468.558
24135,291450205022177,1,1,3,27765.738
24138,291450205022177,1,2,2,0.0
24139,291450205022177,1,2,3,27765.738
24143,291450205022177,1,3,3,0.0
24144,291450205022179,1,0,0,0.0
24145,291450205022179,1,0,1,19122.5895
24146,291450205022179,1,0,2,24033.123
24147,291450205022179,1,0,3,43138.953
24149,291450205022179,1,1,1,0.0
24150,291450205022179,1,1,2,24033.123
24151,291450205022179,1,1,3,43138.953
24154,291450205022179,1,2,2,0.0
24155,291450205022179,1,2,3,43138.953
24159,291450205022179,1,3,3,0.0
24160,291450205022181,1,0,0,0.0
24161,291450205022181,1,0,1,17432.198
24162,291450205022181,1,0,2,21908.652
24163,291450205022181,1,0,3,39325.572
24165,291450205022181,1,1,1,0.0
24166,291450205022181,1,1,2,21908.652
24167,291450205022181,1,1,3,39325.572
24170,291450205022181,1,2,2,0.0
24171,291450205022181,1,2,3,39325.572
24175,291450205022181,1,3,3,0.0
24176,291450205023000,1,0,0,0.0
24177,291450205023000,1,0,1,9708.1985
24178,291450205023000,1,0,2,12201.189
24179,291450205023000,1,0,3,21900.879
24181,291450205023000,1,1,1,0.0
24182,291450205023000,1,1,2,12201.189
24183,291450205023000,1,1,3,21900.879
24186,291450205023000,1,2,2,0.0
24187,291450205023000,1,2,3,21900.879
24191,291450205023000,1,3,3,0.0
24192,291450205023000,5,0,0,0.0
24193,291450205023000,5,0,1,10695.048
24194,291450205023000,5,0,2,18567.432
24195,291450205023000,5,0,3,33328.152
24197,291450205023000,5,1,1,0.0
24198,291450205023000,5,1,2,18567.432
24199,291450205023000,5,1,3,33328.152
24202,291450205023000,5,2,2,0.0
24203,291450205023000,5,2,3,33328.152
24207,291450205023000,5,3,3,0.0
24208,291450205023007,1,0,0,0.0
24209,291450205023007,1,0,1,4282.173
24210,291450205023007,1,0,2,5381.802
24211,291450205023007,1,0,3,9660.222
24213,291450205023007,1,1,1,0.0
24214,291450205023007,1,1,2,5381.802
24215,291450205023007,1,1,3,9660.222
24218,291450205023007,1,2,2,0.0
24219,291450205023007,1,2,3,9660.222
24223,291450205023007,1,3,3,0.0
24224,291450205023010,1,0,0,0.0
24225,291450205023010,1,0,1,7916.258
24226,291450205023010,1,0,2,9949.092
24227,291450205023010,1,0,3,17858.412
24229,291450205023010,1,1,1,0.0
24230,291450205023010,1,1,2,9949.092
24231,291450205023010,1,1,3,17858.412
24234,291450205023010,1,2,2,0.0
24235,291450205023010,1,2,3,17858.412
24239,291450205023010,1,3,3,0.0
24240,291450205023015,1,0,0,0.0
24241,291450205023015,1,0,1,6370.203
24242,291450205023015,1,0,2,8006.022
24243,291450205023015,1,0,3,14370.642
24245,291450205023015,1,1,1,0.0
24246,291450205023015,1,1,2,8006.022
24247,291450205023015,1,1,3,14370.642
24250,291450205023015,1,2,2,0.0
24251,291450205023015,1,2,3,14370.642
24255,291450205023015,1,3,3,0.0
24256,291450205023016,1,0,0,0.0
24257,291450205023016,1,0,1,10098.991
24258,291450205023016,1,0,2,12692.334
24259,291450205023016,1,0,3,22782.474
24261,291450205023016,1,1,1,0.0
24262,291450205023016,1,1,2,12692.334
24263,291450205023016,1,1,3,22782.474
24266,291450205023016,1,2,2,0.0
24267,291450205023016,1,2,3,22782.474
24271,291450205023016,1,3,3,0.0
24272,291450205023017,1,0,0,0.0
24273,291450205023017,1,0,1,7117.558
24274,291450205023017,1,0,2,8945.292
24275,291450205023017,1,0,3,16056.612
24277,291450205023017,1,1,1,0.0
24278,291450205023017,1,1,2,8945.292
24279,291450205023017,1,1,3,16056.612
24282,291450205023017,1,2,2,0.0
24283,291450205023017,1,2,3,16056.612
24287,291450205023017,1,3,3,0.0
24288,291450205023018,1,0,0,0.0
24289,291450205023018,1,0,1,6499.136
24290,291450205023018,1,0,2,8168.064
24291,291450205023018,1,0,3,14661.504
24293,291450205023018,1,1,1,0.0
24294,291450205023018,1,1,2,8168.064
24295,291450205023018,1,1,3,14661.504
24298,291450205023018,1,2,2,0.0
24299,291450205023018,1,2,3,14661.504
24303,291450205023018,1,3,3,0.0
24304,291450205023019,1,0,0,0.0
24305,291450205023019,1,0,1,7110.712
24306,291450205023019,1,0,2,8936.688
24307,291450205023019,1,0,3,16041.168
24309,291450205023019,1,1,1,0.0
24310,291450205023019,1,1,2,8936.688
24311,291450205023019,1,1,3,16041.168
24314,291450205023019,1,2,2,0.0
24315,291450205023019,1,2,3,16041.168
24319,291450205023019,1,3,3,0.0
24320,291450205023021,1,0,0,0.0
24321,291450205023021,1,0,1,10270.141
24322,291450205023021,1,0,2,12907.434
24323,291450205023021,1,0,3,23168.574
24325,291450205023021,1,1,1,0.0
24326,291450205023021,1,1,2,12907.434
24327,291450205023021,1,1,3,23168.574
24330,291450205023021,1,2,2,0.0
24331,291450205023021,1,2,3,23168.574
24335,291450205023021,1,3,3,0.0
24336,291450205023022,1,0,0,0.0
24337,291450205023022,1,0,1,3505.7225
24338,291450205023022,1,0,2,4405.965
24339,291450205023022,1,0,3,7908.615
24341,291450205023022,1,1,1,0.0
24342,291450205023022,1,1,2,4405.965
24343,291450205023022,1,1,3,7908.615
24346,291450205023022,1,2,2,0.0
24347,291450205023022,1,2,3,7908.615
24351,291450205023022,1,3,3,0.0
24352,291450205023023,1,0,0,0.0
24353,291450205023023,1,0,1,4909.723
24354,291450205023023,1,0,2,6170.502
24355,291450205023023,1,0,3,11075.922
24357,291450205023023,1,1,1,0.0
24358,291450205023023,1,1,2,6170.502
24359,291450205023023,1,1,3,11075.922
24362,291450205023023,1,2,2,0.0
24363,291450205023023,1,2,3,11075.922
24367,291450205023023,1,3,3,0.0
24368,291450205023024,1,0,0,0.0
24369,291450205023024,1,0,1,11194.351
24370,291450205023024,1,0,2,14068.974
24371,291450205023024,1,0,3,25253.514
24373,291450205023024,1,1,1,0.0
24374,291450205023024,1,1,2,14068.974
24375,291450205023024,1,1,3,25253.514
24378,291450205023024,1,2,2,0.0
24379,291450205023024,1,2,3,25253.514
24383,291450205023024,1,3,3,0.0
24384,291450205023025,1,0,0,0.0
24385,291450205023025,1,0,1,8674.4525
24386,291450205023025,1,0,2,10901.985
24387,291450205023025,1,0,3,19568.835
24389,291450205023025,1,1,1,0.0
24390,291450205023025,1,1,2,10901.985
24391,291450205023025,1,1,3,19568.835
24394,291450205023025,1,2,2,0.0
24395,291450205023025,1,2,3,19568.835
24399,291450205023025,1,3,3,0.0
24400,291450205023026,1,0,0,0.0
24401,291450205023026,1,0,1,9739.576
24402,291450205023026,1,0,2,12240.624
24403,291450205023026,1,0,3,21971.664
24405,291450205023026,1,1,1,0.0
24406,291450205023026,1,1,2,12240.624
24407,291450205023026,1,1,3,21971.664
24410,291450205023026,1,2,2,0.0
24411,291450205023026,1,2,3,21971.664
24415,291450205023026,1,3,3,0.0
24416,291450205023027,1,0,0,0.0
24417,291450205023027,1,0,1,10735.669
24418,291450205023027,1,0,2,13492.506
24419,291450205023027,1,0,3,24218.766
24421,291450205023027,1,1,1,0.0
24422,291450205023027,1,1,2,13492.506
24423,291450205023027,1,1,3,24218.766
24426,291450205023027,1,2,2,0.0
24427,291450205023027,1,2,3,24218.766
24431,291450205023027,1,3,3,0.0
24432,291450205023028,1,0,0,0.0
24433,291450205023028,1,0,1,8779.995
24434,291450205023028,1,0,2,11034.63
24435,291450205023028,1,0,3,19806.93
24437,291450205023028,1,1,1,0.0
24438,291450205023028,1,1,2,11034.63
24439,291450205023028,1,1,3,19806.93
24442,291450205023028,1,2,2,0.0
24443,291450205023028,1,2,3,19806.93
24447,291450205023028,1,3,3,0.0
24448,291450205023029,1,0,0,0.0
24449,291450205023029,1,0,1,9385.866
24450,291450205023029,1,0,2,11796.084
24451,291450205023029,1,0,3,21173.724
24453,291450205023029,1,1,1,0.0
24454,291450205023029,1,1,2,11796.084
24455,291450205023029,1,1,3,21173.724
24458,291450205023029,1,2,2,0.0
24459,291450205023029,1,2,3,21173.724
24463,291450205023029,1,3,3,0.0
24464,291450205023035,1,0,0,0.0
24465,291450205023035,1,0,1,6560.75
24466,291450205023035,1,0,2,8245.5
24467,291450205023035,1,0,3,14800.5
24469,291450205023035,1,1,1,0.0
24470,291450205023035,1,1,2,8245.5
24471,291450205023035,1,1,3,14800.5
24474,291450205023035,1,2,2,0.0
24475,291450205023035,1,2,3,14800.5
24479,291450205023035,1,3,3,0.0
24480,291450205023036,1,0,0,0.0
24481,291450205023036,1,0,1,9756.691
24482,291450205023036,1,0,2,12262.134
24483,291450205023036,1,0,3,22010.274
24485,291450205023036,1,1,1,0.0
24486,291450205023036,1,1,2,12262.134
24487,291450205023036,1,1,3,22010.274
24490,291450205023036,1,2,2,0.0
24491,291450205023036,1,2,3,22010.274
24495,291450205023036,1,3,3,0.0
24496,291450205023037,1,0,0,0.0
24497,291450205023037,1,0,1,8013.243
24498,291450205023037,1,0,2,10070.982
24499,291450205023037,1,0,3,18077.202
24501,291450205023037,1,1,1,0.0
24502,291450205023037,1,1,2,10070.982
24503,291450205023037,1,1,3,18077.202
24506,291450205023037,1,2,2,0.0
24507,291450205023037,1,2,3,18077.202
24511,291450205023037,1,3,3,0.0
24512,291450205023038,1,0,0,0.0
24513,291450205023038,1,0,1,5476.8
24514,291450205023038,1,0,2,6883.2
24515,291450205023038,1,0,3,12355.2
24517,291450205023038,1,1,1,0.0
24518,291450205023038,1,1,2,6883.2
24519,291450205023038,1,1,3,12355.2
24522,291450205023038,1,2,2,0.0
24523,291450205023038,1,2,3,12355.2
24527,291450205023038,1,3,3,0.0
24528,291450205023039,1,0,0,0.0
24529,291450205023039,1,0,1,5604.592
24530,291450205023039,1,0,2,7043.808
24531,291450205023039,1,0,3,12643.488
24533,291450205023039,1,1,1,0.0
24534,291450205023039,1,1,2,7043.808
24535,291450205023039,1,1,3,12643.488
24538,291450205023039,1,2,2,0.0
24539,291450205023039,1,2,3,12643.488
24543,291450205023039,1,3,3,0.0
24544,291450205023040,1,0,0,0.0
24545,291450205023040,1,0,1,7451.871
24546,291450205023040,1,0,2,9365.454
24547,291450205023040,1,0,3,16810.794
24549,291450205023040,1,1,1,0.0
24550,291450205023040,1,1,2,9365.454
24551,291450205023040,1,1,3,16810.794
24554,291450205023040,1,2,2,0.0
24555,291450205023040,1,2,3,16810.794
24559,291450205023040,1,3,3,0.0
24560,291450205023041,1,0,0,0.0
24561,291450205023041,1,0,1,5614.861
24562,291450205023041,1,0,2,7056.714
24563,291450205023041,1,0,3,12666.654
24565,291450205023041,1,1,1,0.0
24566,291450205023041,1,1,2,7056.714
24567,291450205023041,1,1,3,12666.654
24570,291450205023041,1,2,2,0.0
24571,291450205023041,1,2,3,12666.654
24575,291450205023041,1,3,3,0.0
24576,291450205023048,1,0,0,0.0
24577,291450205023048,1,0,1,3996.923
24578,291450205023048,1,0,2,5023.302
24579,291450205023048,1,0,3,9016.722
24581,291450205023048,1,1,1,0.0
24582,291450205023048,1,1,2,5023.302
24583,291450205023048,1,1,3,9016.722
24586,291450205023048,1,2,2,0.0
24587,291450205023048,1,2,3,9016.722
24591,291450205023048,1,3,3,0.0
24592,291450205023048,5,0,0,0.0
24593,291450205023048,5,0,1,113967.35
24594,291450205023048,5,0,2,197856.15
24595,291450205023048,5,0,3,355147.65
24597,291450205023048,5,1,1,0.0
24598,291450205023048,5,1,2,197856.15
24599,291450205023048,5,1,3,355147.65
24602,291450205023048,5,2,2,0.0
24603,291450205023048,5,2,3,355147.65
24607,291450205023048,5,3,3,0.0
24608,291450205023052,1,0,0,0.0
24609,291450205023052,1,0,1,8095.9655
24610,291450205023052,1,0,2,10174.947
24611,291450205023052,1,0,3,18263.817
24613,291450205023052,1,1,1,0.0
24614,291450205023052,1,1,2,10174.947
24615,291450205023052,1,1,3,18263.817
24618,291450205023052,1,2,2,0.0
24619,291450205023052,1,2,3,18263.817
24623,291450205023052,1,3,3,0.0
24624,291450205023053,1,0,0,0.0
24625,291450205023053,1,0,1,6309.73
24626,291450205023053,1,0,2,7930.02
24627,291450205023053,1,0,3,14234.22
24629,291450205023053,1,1,1,0.0
24630,291450205023053,1,1,2,7930.02
24631,291450205023053,1,1,3,14234.22
24634,291450205023053,1,2,2,0.0
24635,291450205023053,1,2,3,14234.22
24639,291450205023053,1,3,3,0.0
24640,291450205023054,1,0,0,0.0
24641,291450205023054,1,0,1,4537.1865
24642,291450205023054,1,0,2,5702.301
24643,291450205023054,1,0,3,10235.511
24645,291450205023054,1,1,1,0.0
24646,291450205023054,1,1,2,5702.301
24647,291450205023054,1,1,3,10235.511
24650,291450205023054,1,2,2,0.0
24651,291450205023054,1,2,3,10235.511
24655,291450205023054,1,3,3,0.0
24656,291450205023058,1,0,0,0.0
24657,291450205023058,1,0,1,7941.9305
24658,291450205023058,1,0,2,9981.357
24659,291450205023058,1,0,3,17916.327
24661,291450205023058,1,1,1,0.0
24662,291450205023058,1,1,2,9981.357
24663,291450205023058,1,1,3,17916.327
24666,291450205023058,1,2,2,0.0
24667,291450205023058,1,2,3,17916.327
24671,291450205023058,1,3,3,0.0
24672,291450205023059,1,0,0,0.0
24673,291450205023059,1,0,1,6603.5375
24674,291450205023059,1,0,2,8299.275
24675,291450205023059,1,0,3,14897.025
24677,291450205023059,1,1,1,0.0
24678,291450205023059,1,1,2,8299.275
24679,291450205023059,1,1,3,14897.025
24682,291450205023059,1,2,2,0.0
24683,291450205023059,1,2,3,14897.025
24687,291450205023059,1,3,3,0.0
24688,291450205023060,1,0,0,0.0
24689,291450205023060,1,0,1,8647.639
24690,291450205023060,1,0,2,10868.286
24691,291450205023060,1,0,3,19508.346
24693,291450205023060,1,1,1,0.0
24694,291450205023060,1,1,2,10868.286
24695,291450205023060,1,1,3,19508.346
24698,291450205023060,1,2,2,0.0
24699,291450205023060,1,2,3,19508.346
24703,291450205023060,1,3,3,0.0
24704,291450205023062,1,0,0,0.0
24705,291450205023062,1,0,1,6363.9275
24706,291450205023062,1,0,2,7998.135
24707,291450205023062,1,0,3,14356.485
24709,291450205023062,1,1,1,0.0
24710,291450205023062,1,1,2,7998.135
24711,291450205023062,1,1,3,14356.485
24714,291450205023062,1,2,2,0.0
24715,291450205023062,1,2,3,14356.485
24719,291450205023062,1,3,3,0.0
24720,291450205023063,1,0,0,0.0
24721,291450205023063,1,0,1,7950.488
24722,291450205023063,1,0,2,9992.112
24723,291450205023063,1,0,3,17935.632
24725,291450205023063,1,1,1,0.0
24726,291450205023063,1,1,2,9992.112
24727,291450205023063,1,1,3,17935.632
24730,291450205023063,1,2,2,0.0
24731,291450205023063,1,2,3,17935.632
24735,291450205023063,1,3,3,0.0
24736,291450205023067,1,0,0,0.0
24737,291450205023067,1,0,1,6029.044
24738,291450205023067,1,0,2,7577.256
24739,291450205023067,1,0,3,13601.016
24741,291450205023067,1,1,1,0.0
24742,291450205023067,1,1,2,7577.256
24743,291450205023067,1,1,3,13601.016
24746,291450205023067,1,2,2,0.0
24747,291450205023067,1,2,3,13601.016
24751,291450205023067,1,3,3,0.0
24752,291450205023068,1,0,0,0.0
24753,291450205023068,1,0,1,3805.235
24754,291450205023068,1,0,2,4782.39
24755,291450205023068,1,0,3,8584.29
24757,291450205023068,1,1,1,0.0
24758,291450205023068,1,1,2,4782.39
24759,291450205023068,1,1,3,8584.29
24762,291450205023068,1,2,2,0.0
24763,291450205023068,1,2,3,8584.29
24767,291450205023068,1,3,3,0.0
24768,291450206011000,1,0,0,0.0
24769,291450206011000,1,0,1,10696.875
24770,291450206011000,1,0,2,13443.75
24771,291450206011000,1,0,3,24131.25
24773,291450206011000,1,1,1,0.0
24774,291450206011000,1,1,2,13443.75
24775,291450206011000,1,1,3,24131.25
24778,291450206011000,1,2,2,0.0
24779,291450206011000,1,2,3,24131.25
24783,291450206011000,1,3,3,0.0
24784,291450206011002,1,0,0,0.0
24785,291450206011002,1,0,1,9466.877
24786,291450206011002,1,0,2,11897.898
24787,291450206011002,1,0,3,21356.478
24789,291450206011002,1,1,1,0.0
24790,291450206011002,1,1,2,11897.898
24791,291450206011002,1,1,3,21356.478
24794,291450206011002,1,2,2,0.0
24795,291450206011002,1,2,3,21356.478
24799,291450206011002,1,3,3,0.0
24800,291450206011003,1,0,0,0.0
24801,291450206011003,1,0,1,21731.486
24802,291450206011003,1,0,2,27311.964
24803,291450206011003,1,0,3,49024.404
24805,291450206011003,1,1,1,0.0
24806,291450206011003,1,1,2,27311.964
24807,291450206011003,1,1,3,49024.404
24810,291450206011003,1,2,2,0.0
24811,291450206011003,1,2,3,49024.404
24815,291450206011003,1,3,3,0.0
